#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
302,"Como Una Ola - Marsal Ventura & Jbill Remix","Marsal Ventura,Jbill",128,12B,88,2026-06-24,02:49,48,"merengue, reggaetón, latina, urbano latino, trap latino","Como Una Ola (Marsal Ventura & Jbill Remix)",2026-05-22,51,17,0,39,10,50,-3,E Major,4,7vZWikYcjHSFW78wJZfd1N,ES5022600463,no
303,"Dile Otra Noche - Afro House Mix","Afro Nation",124,9A,87,2026-06-24,04:15,60,"merengue, salsa, música tropical","Dile Otra Noche (Afro House Mix)",2026-02-24,88,9,1,46,10,0,-9,E Minor,4,1y6m3Qd5qqcq4HDhy97XnR,INAE32600622,no
304,"Salta!!!","Tequila",152,10B,94,2026-06-24,03:09,56,"","Confidencial/New Booklet",1981-01-04,47,2,0,92,10,0,-5,D Major,4,0M2tanh26PWePnaGVV3h3y,ES5109900073,no
305,"Mari Carmen","La Pegatina",160,7A,85,2026-06-24,02:25,18,"","Xapomelön",2011-07-10,71,9,0,82,0,0,-6,D Minor,4,4KOIPoWgg56YkP12E1aFoQ,ES7311100021,no
306,"Levantando las Manos","El Simbolo",97,8B,94,2026-06-24,04:25,62,"ska, ska punk, ska mexicano","Éxitos",2005-00-00,68,9,0,94,0,0,-5,C Major,3,4QNDlhoal2QdrEObKrxn7j,ARA340800038,no
307,"NUEVAYoL","Bad Bunny",138,2B,20,2026-06-24,03:03,95,"pop latino, rock latino","DeBÍ TiRAR MáS FOToS",2025-01-05,14,27,100,12,10,20,-20,F#/G♭ Major,4,5TFD2bmFKGhoCRbX61nXY5,QMFMF2447055,no
308,"El Vals del Obrero","Ska-P",102,7B,84,2026-06-24,04:37,62,"trap argentino","El Vals Del Obrero",1996-03-01,51,4,0,67,0,10,-6,F Major,4,4UjqoyfmarLo3Ub3LE19eC,ES5029601029,no
309,"Stereo Love","Edward Maya,Vika Jigulina",127,11B,78,2026-06-24,04:07,78,"","Stereo Love",2009-07-07,78,3,2,36,0,0,-5,A Major,4,0gBfLS4aqbrr1ZvVv8dqWB,ROCMA0901578,no
310,"Vicio","Reincidentes",104,7A,90,2026-06-24,02:46,0,"rock argentino, pop latino","Nunca Es Tarde... Si la Dicha Es Buena",1994-08-09,58,0,0,68,0,30,-7,D Minor,4,7nwqaGHYZM0g6R4ecp48TU,QMFME1335308,no
311,"Turn The Lights Off - Radio Edit","Kato,Jon",132,12A,98,2026-06-24,02:58,80,"merengue, bachata, salsa","Turn The Lights Off",2010-01-04,61,0,0,31,0,30,-4,C♯/D♭ Minor,4,7apywiCuMzvSZIa0SKeH99,DK4YA0904101,no
312,"Píntame","Elvis Crespo",119,8A,90,2026-06-24,04:19,64,"pop latino","Pintame",1999-00-00,75,50,0,89,0,0,-2,A Minor,4,7gNI9f8NTCU6hLV0pLkTT7,USSD19902684,no
313,"Me Gustas Mucho","Rocío Dúrcal",121,7B,36,2026-06-24,03:04,55,"","Sus 16 Grandes Exitos",1983-03-05,64,42,0,97,0,20,-8,F Major,4,4xOwXgFblfFi56IVkAdmdg,MXF019100120,no
314,"Por Mi Dakiti","Mike Morato",110,9A,68,2026-06-24,03:36,46,"","Por Mi Dakiti",2020-11-26,68,21,0,40,0,10,-7,E Minor,4,7K9IlXYr095TbdTKVlF1uj,QZNWU2060398,no
315,"Bailar (feat. Elvis Crespo) - Radio Edit","Deorro,Elvis Crespo",128,11B,74,2026-06-24,02:17,62,"europop, pop latino","Bailar (feat. Elvis Crespo) [Radio Edit]",2016-04-22,80,5,34,40,10,0,-9,A Major,4,45sGyAtAxD6efaN0bJAFgh,USUS11600173,no
316,"una noche","Alleh,Yorghaki",122,6A,75,2026-06-24,02:57,16,"pop latino, ","LA CIUDAD",2024-12-24,88,2,0,70,10,0,-4,G Minor,4,634CTghcuEDy2FXcTsLG5m,USLD91769019,no
317,"Sin Sentido","Mike Morato",125,7A,91,2026-06-24,04:10,59,"","Sin Sentido",2025-07-25,59,8,0,60,10,10,-5,D Minor,4,0NNFsMlobKIfIQeyqxcybV,ESA092511016,no
318,"Siente el Ritmo","Mike Morato",130,10A,87,2026-06-24,03:33,58,"","Siente el Ritmo",2025-05-30,69,15,0,86,0,20,-4,B Minor,4,4Ic4tTYfcKIC5KxyzfSAbc,ESA092509144,no
319,"Levantando las Manos","El Simbolo",97,8B,94,2026-06-24,04:25,1,"ska, ska punk, ska mexicano","Éxitos",2005-00-00,68,9,0,94,0,0,-5,C Major,3,6aIOfv9A3FZtQjMjyWNiJJ,ARA340800038,no
320,"Taboo","Don Omar",187,8B,89,2026-06-24,04:52,80,"flamenco, flamenco urbano, flamenco pop","Meet The Orphans",2010-01-01,43,4,0,81,0,0,-6,C Major,3,4cyYC67XY3weSVmSLdKLP8,USUM71025734,no
321,"LATINA FOREVA","KAROL G",98,12A,72,2026-06-24,02:39,72,"afro house","LATINA FOREVA",2025-05-22,81,1,0,50,0,0,-4,C♯/D♭ Minor,4,10MpBpx64MNixmUMNj7f6b,USUG12502629,yes
322,"Noche de Travesura","Héctor  El Father ",92,11B,53,2026-06-24,03:27,2,"reggaetón, música popular colombiana, trap latino","Goldstar Music La Familia Reggaeton Hits",2019-10-25,83,29,0,45,20,0,-12,A Major,4,1DdrejuwM8C3ExsXaPAgF8,QMRSZ1902149,no
323,"The Fate of Ophelia","Taylor Swift",124,7B,60,2026-06-24,03:46,95,"","The Life of a Showgirl",2025-10-03,73,27,0,52,0,10,-5,F Major,4,53iuhJlwXhSER5J2IYYv1W,USUG12506436,no
324,"Mambo HP (with KMX)","Mike Morato,kMx",130,10B,86,2026-06-24,03:45,53,"house latino, afro house, techengue, house","Mambo HP (with KMX)",2025-03-11,81,19,0,85,0,20,-6,D Major,4,1bT3inyR5GpCnGYbkjB1fu,QZMHN2331313,no
325,"We Found Love","Rihanna,Calvin Harris",128,3B,77,2026-06-24,03:35,66,"reggae en español, música alternativa latina, ","Talk That Talk (Explicit)",2011-01-01,74,3,0,60,0,10,-4,C♯/D♭ Major,4,1zv3WFUbZ5vPxFq9I2jAU1,USUM71115507,no
326,"blackout 🧊","Emilia,TINI,Nicki Nicole",138,8A,79,2026-06-24,03:02,70,"house latino, flamenco, flamenco pop, flamenco urbano, neoperreo","blackout 🧊",2025-03-25,78,25,0,96,0,10,-2,A Minor,4,2efbgTtEGNpsUZaOfgRTR6,USSD12500117,no
327,"La Mujer del Pelotero","Baby Lores",152,10B,93,2026-06-24,03:48,53,"hip hop latino, música alternativa latina, reggaetón","La Mujer del Pelotero",2011-08-10,69,4,0,97,0,20,-5,D Major,4,5NZGwpynLlG6KmtCzp186J,FR6V80588851,no
328,"La Verdolaga","HUGEL,Totó La Momposina",124,12B,95,2026-06-24,02:30,75,"melbourne bounce, electro house","La Verdolaga",2024-06-28,77,0,52,40,0,10,-6,E Major,4,5PL7k9QH7Kj7B4527dHvon,GBCPZ2423413,no
329,"LA REINA - REMIX","Lola Indigo,Maria Becerra,Villano Antillano",128,10A,75,2026-06-24,03:25,57,"trap latino, reggaetón, rock argentino, rock en español, rock latino","LA REINA (REMIX)",2025-01-16,74,7,0,78,0,20,-5,B Minor,4,1LX9Kq7JFcEINO2a04WI2M,ESUM72500002,no
330,"Atrévete-Te-Te","Calle 13",88,11B,88,2026-06-24,03:59,78,"","Calle 13 (Explicit Version)",2005-00-00,83,10,0,88,10,70,-6,A Major,4,1q8NdCAQ9QUjpYiqzdd3mv,US3H30500209,yes
331,"Poker Face","Lady Gaga",119,12B,81,2026-06-24,03:57,87,"","The Fame",2008-01-01,85,12,0,77,0,10,-5,E Major,4,1QV6tiMFM6fSOKOGLMHYYg,USUM70824409,yes
332,"Mayonesa","Chocolate",97,6B,84,2026-06-24,03:51,69,"","2000 Grandes Exitos",2000-02-20,85,9,0,89,0,0,-5,A#/B♭ Major,4,5Qjx4obghhfhsh6DiUwpNM,UYM120000401,no
333,"2AM","Sebastian Yatra,Bad Gyal",112,12A,75,2026-06-24,03:16,57,"flamenco pop, flamenco, italo dance","2AM",2024-11-22,73,11,0,72,0,40,-5,C♯/D♭ Minor,4,3BvR83k9fPwDZUBwFxBPpu,USUM72413786,no
334,"A Las 12","Ptazeta,Omar Montes",124,3A,76,2026-06-24,03:08,42,"house latino, ","GORGONA",2024-06-20,80,28,0,87,10,10,-3,A#/B♭ Minor,4,3bPQQlM8l31H51zOWfn2NA,USA2P2437293,no
335,"Paparazzi","Lady Gaga",115,4A,69,2026-06-24,03:28,83,"","The Fame",2008-01-01,76,11,0,40,0,0,-4,F Minor,4,02XnQdf7sipaKBBHixz3Zp,USUM70824408,yes
336,"La Bilirrubina","Juan Luis Guerra 4.40",130,3B,91,2026-06-24,04:05,75,"pop latino","Bachata Rosa",1990-01-01,74,84,0,94,0,30,-6,C♯/D♭ Major,4,6M8horg7h52MPTxY0I3dQJ,USJ3V1861775,no
337,"Lloverá y yo veré","La Pegatina",176,11A,78,2026-06-24,02:57,17,"","Eureka!",2013-07-10,47,2,0,73,0,30,-5,F#/G♭ Minor,4,4Tv8mqQc83OsQVXO4I0FTA,ES7311300037,no
338,"EL PANTALON - RUMBAS","Omar Montes,Lola Indigo,Las Chuches",120,4B,88,2026-06-24,03:13,51,"pop","EL PANTALON (RUMBAS)",2024-05-29,74,38,0,78,30,20,-5,G#/A♭ Major,4,5tt2V5NfowSz690MCLBlKO,USSD12400307,no
339,"Pedro","Jaxomy,Agatino Romero,Raffaella Carrà",151,11B,94,2026-06-24,02:24,76,"afro tech, afro house, tribal house, mariachi, ranchera, bolero, salsa, merengue, bachata, latina, pop latino","Pedro",2024-03-29,79,2,0,84,30,30,-6,A Major,4,48lxT5qJF0yYyf2z4wB4xW,DEE862400427,no
340,"WONDER","Katy Perry",128,3B,78,2026-06-24,03:24,66,"edm","143",2024-09-20,59,7,0,28,0,10,-5,C♯/D♭ Major,4,1nJNqdhKLx2LF01wAtkH8j,USUM72407753,no
341,"Sin Pijama","Becky G,NATTI NATASHA",94,10A,75,2026-06-24,03:08,70,"tropipop, pop urbano, ","Sin Pijama",2018-04-20,79,35,0,82,0,10,-4,B Minor,4,2ijef6ni2amuunRoKTlgww,USSD11800157,no
342,"Borro Cassette","Maluma",176,4A,70,2026-06-24,03:27,87,"timba","Pretty Boy, Dirty Boy",2015-10-30,73,13,0,79,10,10,-6,F Minor,4,6DUdDIRgLqCGq1DwkNWQTN,USSD11500124,no
343,"Dile Que la Quiero","Belapalma",105,9A,90,2026-06-24,02:47,29,"pop latino","Belapalma",2025-02-07,58,1,0,75,0,30,-3,E Minor,4,0MjfQG3TMwv6H6dgEnuJgJ,QM6MZ2426500,no
344,"Sobreviviré","Monica Naranjo",132,12B,84,2026-06-24,04:56,44,"europop","Renaissance (Boxset)",2019-11-15,58,1,0,38,0,10,-5,E Major,4,5WovBMPS14QCqKgBEM1PaO,ES5110002561,no
345,"Escándalo","Raphael",112,3B,89,2026-06-24,05:04,50,"","Ave Fénix",1992-00-00,73,34,1,91,0,10,-9,C♯/D♭ Major,4,3xbymP6jIcdN0O2PB420bz,NLB639210006,no
346,"Toca Toca - Radio Edit","Fly Project",126,3A,64,2026-06-24,02:45,0,"","Toca Toca (Radio Edit)",2014-05-19,90,2,0,93,0,0,-3,A#/B♭ Minor,4,3vZPbsYvI6hPv7g2znHIyM,ROROT1313101,no
347,"Conga!","Miami Sound Machine,Gloria Estefan",122,10B,66,2026-06-24,04:14,72,"trap argentino, afro house, house latino, guaracha","Primitive Love",1985-08-13,79,17,4,87,0,0,-15,D Major,4,3FdHgoJbH3DXNtGLh56pFu,USSM10026825,no
348,"I Kissed A Girl","Katy Perry",130,7B,76,2026-06-24,02:59,79,"edm","One Of The Boys",2008-06-17,70,0,0,70,0,10,-3,F Major,4,14iN3o8ptQ8cFVZTEmyQRV,USCA20801738,no
349,"Poker Face","Lady Gaga",119,12B,81,2026-06-24,03:57,87,"","The Fame",2008-01-01,85,12,0,77,0,10,-5,E Major,4,1QV6tiMFM6fSOKOGLMHYYg,USUM70824409,yes
350,"Amigos para Siempre","Los Manolos",118,3B,85,2026-06-24,04:24,54,"reggaetón, trap latino, urbano latino, dembow","Dulce Veneno",1992-06-23,71,34,0,93,0,0,-10,C♯/D♭ Major,4,6PfQB3xEbIlky1dXOb3Yyh,ES5029200095,no
351,"SexyBack (feat. Timbaland)","Justin Timberlake,Timbaland",117,6A,58,2026-06-24,04:02,88,"","FutureSex/LoveSounds",2006-09-12,97,6,0,96,0,0,-6,G Minor,4,0O45fw2L5vsWpdsOdXwNAR,USJI10600269,yes
352,"20 de Enero","La Oreja de Van Gogh",145,8B,89,2026-06-24,03:43,69,"eurodance","Lo Que Te Conte Mientras Te Hacias La Dormida",2003-00-00,59,38,0,64,0,10,-4,C Major,4,4XdePl1vOF1cYjTBYeYU9j,ES5110304434,no
353,"Son de Amores","Andy & Lucas",82,7A,84,2026-06-24,03:51,63,"","Andy Y Lucas",2001-01-01,68,47,0,69,10,60,-5,D Minor,4,7BCer0V0I1CZDI6S6kYD44,ES5020300148,no
354,"Las de la Intuición","Shakira",130,7A,74,2026-06-24,03:40,78,"afro house, afro tech, house latino, tribal house","Fijación Oral Volumen 1 (Expanded Edition)",2005-06-03,73,4,28,64,0,0,-7,D Minor,4,7DnMd3BxVOedyOyR7K3F8L,USSM10501804,no
355,"Cacho a Cacho","Estopa",80,8B,84,2026-06-24,02:28,63,"","Estopa",1999-10-18,46,11,0,84,0,0,-9,C Major,4,6VVBXRsXAuN5UvqKNw7j0l,ES5029900150,no
356,"Tanto la Queria","Andy & Lucas",144,6B,76,2026-06-24,04:40,68,"","Andy Y Lucas",2001-01-01,68,55,0,57,0,10,-6,A#/B♭ Major,4,2VSGzQqy9nqJefcYGJNWst,ES5020300160,no
357,"Sangre","Viva Suecia,Siloé",76,6B,82,2026-06-24,03:16,52,"hard house, bounce","Sangre",2025-06-12,54,0,0,73,10,10,-3,A#/B♭ Major,4,1o8JEYh6oeX0apNZcZMSS2,ESUM72500721,no
358,"Ciega, Sordomuda","Shakira",120,3B,88,2026-06-24,04:27,80,"afro house, afro tech, house latino, tribal house","Donde Estan Los Ladrones",1998-09-29,75,4,0,93,0,10,-6,C♯/D♭ Major,4,7jxHeJLVpnP7S08JFF4GBi,COS019800787,no
359,"te vas a inventar","MARLENA",159,1B,92,2026-06-24,02:52,2,"reggaetón, latina","te vas a inventar",2024-06-14,53,3,0,64,0,30,-4,B Major,4,7dKJQbM2YiWgpbkWhnUsk1,ES05I2400004,no
360,"So payaso","Extremoduro",151,9A,90,2026-06-24,04:41,67,"","Agila",1996-00-00,44,4,0,38,0,10,-4,E Minor,4,5HSpMRUC4m3L3q48to2Kmu,ES5019614003,no
361,"Salomé","Chayanne",128,10A,81,2026-06-24,04:13,63,"","Atado a Tu Amor",1998-09-29,77,0,0,76,10,0,-6,B Minor,4,4dtlsMh8wam865qaU4WEnM,NLB639850008,no
362,"Bandido","Azucar Moreno",128,3B,82,2026-06-24,03:02,49,"reggaetón, trap latino, latina, urbano latino","Bandido",1990-00-00,74,4,0,80,0,80,-9,C♯/D♭ Major,4,2rHhKu1hW8uqyr7LSrRn8E,ES5119000008,no
363,"Smile","Avril Lavigne",105,12A,85,2026-06-24,03:29,66,"house latino, flamenco, afro house, tribal house","Goodbye Lullaby (Expanded Edition)",2011-03-08,63,0,0,65,0,0,-4,C♯/D♭ Minor,4,4bia7OWZPoswlzXCqESYrR,USRC11100011,yes
364,"Let The Light Shine In","Darren Tate,Jono Grant",140,7B,86,2026-06-24,03:18,47,"edm, big room, dembow","Let The Light Shine In",2003-05-12,42,0,0,21,0,30,-4,F Major,4,1lUTpyQPk5p14cu3MCZ1Lv,NLF711402422,no
365,"ZORRA","Nebulossa",130,8A,65,2026-06-24,03:03,57,"","ZORRA",2023-12-15,71,0,0,78,0,10,-6,A Minor,4,4ypCNolz6aRYZPO3UOGp8Z,ESUM72303103,yes
366,"CLASSY 101","Feid,Young Miko",100,1B,66,2026-06-24,03:15,73,"flamenco pop, flamenco, flamenco urbano, hipertechno, techno","CLASSY 101",2023-03-31,86,14,0,67,10,10,-5,B Major,4,6XSqqQIy7Lm7SnwxS4NrGx,USUM72304895,yes
367,"Una Lady Como Tú","Manuel Turizo",95,12B,48,2026-06-24,03:33,71,"flamenco, flamenco urbano, flamenco pop","Una Lady Como Tú",2017-04-10,79,55,0,86,0,30,-7,E Major,4,7MHN1aCFtLXjownGhvEQlF,USSD11700117,no
368,"La_Original.mp3","Emilia,TINI",128,4A,81,2026-06-24,02:20,57,"house latino, flamenco, flamenco pop, flamenco urbano","La_Original.mp3",2023-11-02,83,8,0,91,0,10,-3,F Minor,4,6VjagyaPDsRal64aHXNIUY,USSD12300584,no
369,"Vois sur ton chemin - Techno Mix","BENNETT",138,7A,82,2026-06-24,02:58,81,"dembow","Vois sur ton chemin (Techno Mix)",2023-08-04,63,9,7,37,0,10,-3,D Minor,4,31nfdEooLEq7dn3UMcIeB5,DEA622301801,no
370,"Nunca debí enamorarme","Camela",136,7B,96,2026-06-24,03:46,56,"house latino, tribal house, afro house, flamenco","Por siempre tú y yo",2003-03-02,82,10,0,88,0,0,-4,F Major,4,70f6HTczJo4mjv4YzVGkl8,ES5080208263,no
371,"Madrid City","Ana Mena",132,12A,87,2026-06-24,02:52,67,"reggaetón","Madrid City",2023-09-29,73,3,0,18,0,40,-4,C♯/D♭ Minor,4,6KHxe3Yj8W8oq3zviUvJRe,ES5022302278,no
372,"Try","P!nk",104,10B,63,2026-06-24,04:07,85,"edm","The Truth About Love",2012-09-18,67,0,0,55,0,0,-7,D Major,4,1jF7IL57ayN4Ity3jQqGu0,USRC11200785,no
373,"More Than Friends","INNA,Daddy Yankee",128,1B,79,2026-06-24,03:57,59,"trance, synthwave, trance progresivo, reggaetón","Party Never Ends, Pt. 1 (Deluxe Edition)",2013-12-20,80,2,0,96,0,40,-5,B Major,4,3X7PdDlYOf6kEom5h9Fm9Z,ROROT1301201,no
374,"Chandelier","Sia",117,3B,79,2026-06-24,03:36,85,"villancicos","1000 Forms Of Fear",2014-07-04,40,2,0,57,0,0,-3,C♯/D♭ Major,5,4VrWlk8IQxevMvERoX08iC,USRC11400498,no
375,"Lagrimas De Amor","Camela",125,8B,94,2026-06-24,04:02,55,"house latino, tribal house, afro house, flamenco","Lagrimas De Amor",1994-01-01,67,0,0,96,0,10,-5,C Major,4,7wjQF9XTCrjvQZLeZBGMWs,ES5630700021,no
376,"Torn","Natalie Imbruglia",96,7B,89,2026-06-24,04:04,83,"dembow","Left Of The Middle",1997-11-10,57,6,0,61,0,70,-5,F Major,4,1Jaah2tmN9Hv81A87KZ1MU,GBARL9700412,no
377,"Espectacular","Fangoria",125,4B,95,2026-06-24,03:57,50,"edm","Miscelánea de canciones para robótica avanzada",2017-02-17,63,5,0,63,0,10,-5,G#/A♭ Major,4,36JGdAr8Ode1yaAKn4fy3L,ES5151602584,no
378,"Be My Lover","La Bouche",135,12A,96,2026-06-24,04:00,73,"europop","Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton)",2003-03-28,66,0,0,79,0,90,-3,C♯/D♭ Minor,4,3vSn1frPgFcRXrjWOfhMLl,DED160200012,no
379,"Love The Way You Lie","Eminem,Rihanna",87,6B,93,2026-06-24,04:23,90,"rap, hip hop, reggae en español, música alternativa latina","Recovery",2010-06-18,75,24,0,64,20,50,-5,A#/B♭ Major,4,15JINEqzVMv3SvJTAXAKED,USUM71015397,yes
380,"Zombie - 2025 Remastered","The Cranberries",167,9B,73,2026-06-24,05:05,87,"","No Need To Argue (2025 Remastered)",1994-00-00,28,0,0,17,0,30,-6,G Major,4,3gjHnylel3PTRpjS44ocqr,USUM72009888,no
381,"Boys Will Be Boys","Paulina Rubio",133,9B,75,2026-06-24,03:05,47,"","Brava Reload",2012-01-01,73,5,0,53,10,10,-5,G Major,4,2qlMpOIPLWbfSXcVuuMHrl,ES5701200453,no
382,"EL TONTO","Lola Indigo,Quevedo",110,8B,80,2026-06-24,03:07,65,"metal, nu metal, metal alternativo, rap metal, hard rock","EL DRAGÓN",2023-04-13,80,41,0,69,0,20,-5,C Major,4,4rKQ8daoK0aklVptea8A9E,ESUM72200152,no
383,"Tiki Tiki","Ptazeta,Lola Indigo",120,3B,76,2026-06-24,02:11,44,"house latino, ","Tiki Tiki",2023-02-02,90,7,0,64,0,20,-3,C♯/D♭ Major,4,2J8lIDwvxPZQQ0I0wt1oRO,USA2P2304961,no
384,"A Mi Manera","Siempre Asi",101,4B,54,2026-06-24,03:46,55,"pop francés","Esencial Siempre Así",2019-04-26,57,41,0,80,0,50,-10,G#/A♭ Major,4,5O7eq2n3T1R7K4mSFZ3Gpb,ES6029700026,no
385,"El Teke Teke","Los Teke Teke",141,12A,91,2026-06-24,03:00,0,"eurodance","Y Ya Tu Sabe Klk",2015-02-03,90,24,0,73,20,0,0,C♯/D♭ Minor,4,6m1cZ3G7Uu6kU3UfxqEjv1,QM6MZ1494727,no
386,"Quiero Decirte","Abraham Mateo,Ana Mena",118,12B,77,2026-06-24,03:42,74,"bachata, reggaetón","Quiero Decirte",2022-05-12,75,4,0,92,0,10,-4,E Major,4,7dT6ccDqmMHvz5C0d8iUND,ES5022201191,no
387,"Aire Ke Respiro","Erpeche",102,12B,94,2026-06-24,03:09,59,"trap latino","Doblando la Dosis",2006-00-00,72,2,0,94,0,0,-4,E Major,4,759KAbxzjwNngyxA1UCc3y,ES7490600018,no
388,"Everytime We Touch - Hardwell & Maurice West Remix","Cascada,Maurice West",145,4A,85,2026-06-24,03:36,66,"","Everytime We Touch (Hardwell & Maurice West Remix)",2018-08-06,55,0,0,29,0,10,-4,F Minor,4,18rHGxr6QDiPieSTo7cUGL,DEHK91892541,no
389,"Que nada nos pare (lo más importante)","ELYELLA,La La Love You",128,1B,76,2026-06-24,03:05,4,"","Que nada nos pare (lo más importante)",2022-06-30,66,0,27,80,0,10,-5,B Major,4,1FG7ZjnuT0O9CsDKOxND0E,ES65D2200011,yes
390,"La Bachata","Manuel Turizo",125,6A,68,2026-06-24,02:42,81,"flamenco, flamenco urbano, flamenco pop","La Bachata",2022-05-26,84,58,0,85,0,20,-5,G Minor,4,5ww2BF9slyYgNOk37BlC4u,QZDYA1800087,no
391,"PROVENZA","KAROL G",111,3B,52,2026-06-24,03:30,74,"afro house","PROVENZA",2022-04-22,87,66,1,53,0,10,-8,C♯/D♭ Major,4,7dSZ6zGTQx66c2GF91xCrb,USUM72205906,no
392,"LAS 12","Ana Mena,Belinda",130,2B,81,2026-06-24,02:45,62,"reggaetón, big room","LAS 12",2022-06-17,78,6,0,73,0,10,-2,F#/G♭ Major,4,0EpdLuptraYGFZ6J7HNSLc,ITB002200515,no
393,"Mujer Latina","Thalia",127,1A,97,2026-06-24,03:38,55,"pop latino","Amor A La Mexicana",1997-01-01,80,18,0,96,0,10,-5,G#/A♭ Minor,4,06fNNrQqwUJ58OPj4u1Otk,MXF069700003,no
394,"La Prendo","Bad Gyal",115,8A,78,2026-06-24,03:01,58,"italo dance","La Prendo",2022-05-26,92,5,0,66,10,0,-2,A Minor,4,6t48UVZvQWh5wWfWlCZfzY,USUM72208579,no
395,"Tití Me Preguntó","Bad Bunny",107,4A,72,2026-06-24,04:03,93,"pop latino, rock latino","Un Verano Sin Ti",2022-05-06,65,10,0,19,20,10,-5,F Minor,4,1IHWl5LamUGEuP4ozKQSXZ,QM6MZ2214878,yes
396,"Dime","Beth",130,10A,75,2026-06-24,03:00,56,"dembow","Otra Realidad",2003-01-01,70,1,0,60,0,30,-8,B Minor,4,7Cf4bpnB164MgYLCPWd88h,ES6010300096,no
397,"Papaoutai","Stromae",116,3A,81,2026-06-24,03:52,80,"","racine carrée",2013-01-01,73,3,0,25,0,0,-7,A#/B♭ Minor,4,34dx8DACTJsc3rsJdaEIQw,BET671300160,no
398,"Ptazeta: Bzrp Music Sessions, Vol. 45/66","Bizarrap,Ptazeta",114,10B,81,2026-06-24,02:41,61,"house latino","Ptazeta: Bzrp Music Sessions, Vol. 45/66",2021-10-06,83,4,0,71,10,0,-5,D Major,4,4axxCbc4tWlpqHP5UbJMc3,UYB282101021,no
399,"Calling (Lose My Mind) - Radio Edit","Sebastian Ingrosso,Alesso,Ryan Tedder",125,12A,85,2026-06-24,03:25,69,"flamenco, villancicos, flamenco pop, ","Calling (Lose My Mind)",2012-01-01,42,1,0,15,0,20,-5,C♯/D♭ Minor,4,1trC8L8YpawkU553ymy2zC,GBJ4B1200056,no
400,"La Niña de la Escuela","Lola Indigo,TINI,Belinda",176,3B,88,2026-06-24,03:24,66,"flamenco, flamenco pop, flamenco urbano, big room","La Niña",2021-07-01,71,17,0,85,0,90,-2,C♯/D♭ Major,4,1g4cZvi0nLeeIycd0Rkljj,ES5702100732,no
401,"La Mamá de la Mamá (feat. El Cherry Scom)","El Alfa,CJ,Chael Produciendo,El Cherry Scom",130,1B,93,2026-06-24,03:39,2,"eurodance, europop, pop latino, dembow, urbano latino, latina, flamenco, flamenco pop","La Mamá de la Mamá (feat. El Cherry Scom)",2021-04-08,92,28,0,80,10,70,-3,B Major,4,2L95U6syP0bV3fkYYOzmiW,USCGJ2190595,yes
402,"Désenchantée","Kate Ryan",140,3B,89,2026-06-24,03:38,71,"","Different",2002-01-01,51,14,0,33,0,20,-8,C♯/D♭ Major,4,4yOU9FaCmFFo2qfy1FHIe3,BEC010100040,no
403,"Give Me Everything (feat. Nayer)","Pitbull,AFROJACK,Ne-Yo,Nayer",129,4B,94,2026-06-24,04:12,92,"timba, flamenco, flamenco pop, europop, eurodance, nightcore","Planet Pit (Deluxe Version)",2011-06-17,67,19,0,53,10,30,-3,G#/A♭ Major,4,4QNpBfC0zvjKqPJcyqBy9W,USJAY1100032,no
404,"El Anillo","Jennifer Lopez",130,7A,69,2026-06-24,02:56,57,"","El Anillo",2018-04-26,87,2,0,47,10,0,-4,D Minor,4,2SpfMQ5TuKsMj1trNwrLVA,QZCJV1800001,no
405,"4K","El Alfa,Darell,Noriel",120,2A,90,2026-06-24,03:21,2,"eurodance, europop, trance, trance progresivo, synthwave, rock en español, rock mexicano","4K",2020-03-12,93,36,1,80,10,10,-4,D#/E♭ Minor,4,4xI3U4sDj1TPmO9Iz5TkYp,USCGJ2004694,no
406,"On The Floor (feat. Pitbull)","Jennifer Lopez,Pitbull",130,2A,77,2026-06-24,04:46,0,"timba","Dance Again...The Hits",2012-07-20,73,7,0,57,0,10,-5,D#/E♭ Minor,4,6igrEPhnCtozW95m8F9TBz,USUM71104034,no